timestamp,total_throughput
0,8542393.1
60000,8232594.433333334
120000,8226125.716666666
180000,8094740.300000001
240000,8129588.216666665
300000,8233403.549999999
360000,8221233.116666666
420000,8178150.999999999
480000,8176369.899999999
540000,8107487.666666666
600000,8351605.916666668
660000,8347087.966666665
720000,8349379.933333334
780000,8222020.516666665
840000,8184690.900000001
900000,8251529.716666667
960000,8239154.933333334
1020000,8141688.3166666655
1080000,8183610.183333331
1140000,8232823.616666668
1200000,8366027.5666666655
1260000,8355891.583333333
1320000,8277416.483333334
1380000,8262613.633333334
1440000,8250994.283333333
1500000,8278568.9833333315
1560000,8291297.866666665
1620000,8200940.549999999
1680000,8308119.7666666685
1740000,8231978.949999998
1800000,8564710.933333334
1860000,8454256.066666666
1920000,8420162.766666668
1980000,8337301.666666666
2040000,8324421.0666666655
2100000,8358916.483333334
2160000,8419847.333333334
2220000,8299794.966666666
2280000,8349473.316666666
2340000,8338558.483333332
2400000,8568516.616666667
2460000,8493780.7
2520000,8475590.899999999
2580000,8460411.166666668
2640000,8408567.783333333
2700000,8511933.366666665
2760000,8548583.566666665
2820000,8475922.149999999
2880000,8523409.116666665
2940000,8488662.583333334
3000000,8658793.4
3060000,8636424.633333333
3120000,8654866.333333332
3180000,8554314.649999999
3240000,8581403.633333333
3300000,8662185.416666668
3360000,8741523.883333333
3420000,8686220.866666663
3480000,8739066.216666665
3540000,9023261.799999999
3600000,9867710.166666668
3660000,9406037.933333332
3720000,9329431.216666667
3780000,9165049.816666668
3840000,9160190.966666665
3900000,9162859.399999999
3960000,9181867.266666666
4020000,9076455.250000002
4080000,9120920.899999997
4140000,9085047.25
4200000,9279188.566666665
4260000,9185341.9
4320000,9276594.366666669
4380000,8507297.6
4440000,9154156.616666665
4500000,9151667.233333334
4560000,9154744.583333332
4620000,9147002.966666667
4680000,9096189.116666665
4740000,9214991.183333334
4800000,9372407.366666667
4860000,9310507.933333332
4920000,9271633.799999999
4980000,9202292.666666666
5040000,9209206.083333336
5100000,9236631.83333333
5160000,9233223.083333334
5220000,9181106.316666663
5280000,9190303.5
5340000,9164074.116666665
5400000,9460975.516666668
5460000,9460118.016666668
5520000,9450374.6
5580000,9334631.68333333
5640000,9320891.583333334
5700000,9369650.899999999
5760000,9342701.033333333
5820000,9264723.933333334
5880000,9331232.399999997
5940000,9232569.116666667
6000000,9466858.16666667
6060000,9349123.783333331
6120000,9441848.250000002
6180000,9319827.666666666
6240000,9332311.23333333
6300000,9432400.333333332
6360000,9483391.58333333
6420000,9351528.95
6480000,9296719.166666668
6540000,9304047.000000002
6600000,9520276.216666661
6660000,9463558.000000002
6720000,9445518.033333331
6780000,9391726.233333332
6840000,9390768.166666666
6900000,9463407.85
6960000,9450070.916666666
7020000,9453481.233333334
7080000,9484032.799999999
7140000,9586875.316666665
7200000,10101995.85
7260000,9849568.283333333
7320000,9689183.549999997
7380000,9663020.366666667
7440000,9652622.316666666
7500000,9682307.883333335
7560000,9620757.883333333
7620000,9586790.866666667
7680000,9582540.08333333
7740000,9555421.733333332
7800000,10017381.133333331
7860000,9685565.550000003
7920000,9697923.583333334
7980000,9584484.049999999
8040000,9630103.883333333
8100000,9698337.133333331
8160000,9676170.116666665
8220000,9568055.099999998
8280000,9634429.166666666
8340000,9559967.3
8400000,9780429.583333334
8460000,9731246.833333336
8520000,9717169.683333332
8580000,9580512.350000001
8640000,9604030.383333335
8700000,9617155.833333336
8760000,9634711.233333332
8820000,9443546.716666667
8880000,9472144.483333332
8940000,9382579.700000001
9000000,9657554.816666665
9060000,9553337.316666666
9120000,9454016.916666664
9180000,9348522.466666667
9240000,9323768.033333331
9300000,9334968.7
9360000,9388787.533333333
9420000,9254575.533333333
9480000,9213905.066666665
9540000,9179762.183333334
9600000,9349148.899999999
9660000,9275065.716666665
9720000,9228505.9
9780000,9118352.4
9840000,9154957.366666665
9900000,9231344.083333332
9960000,9229905.166666668
10020000,9104028.466666665
10080000,9111847.333333332
10140000,9017826.85
10200000,9082485.666666668
10260000,9000279.183333334
10320000,9023378.666666664
10380000,8913065.866666667
10440000,8886331.966666667
10500000,8905690.55
10560000,8910804.0
10620000,8780311.849999998
10680000,8769974.716666665
10740000,8807454.55
10800000,9475581.7
10860000,9191610.533333333
10920000,9055319.399999999
10980000,8905880.299999999
11040000,8845805.033333333
11100000,8785938.166666666
11160000,8691678.566666666
11220000,8566288.033333331
11280000,8533069.216666665
11340000,8514255.349999998
11400000,8693068.133333333
11460000,8655462.599999998
11520000,8546602.750000002
11580000,8450465.75
11640000,8487234.15
11700000,8517416.4
11760000,8409809.85
11820000,8451142.316666668
11880000,8484156.116666665
11940000,8494276.666666666
12000000,8656716.466666665
12060000,8602837.816666666
12120000,8614870.1
12180000,8495138.983333334
12240000,8498548.666666666
12300000,8568905.7
12360000,8517360.833333334
12420000,8425312.866666665
12480000,8419773.233333332
12540000,8421276.383333333
12600000,8720595.5
12660000,8604446.433333332
12720000,8564683.116666667
12780000,8489497.383333335
12840000,8502179.066666665
12900000,8544797.7
12960000,8573485.1
13020000,8449204.266666668
13080000,8461018.0
13140000,8396331.833333336
13200000,8583425.733333332
13260000,8509591.333333332
13320000,8482195.283333335
13380000,8439484.183333332
13440000,8434825.266666664
13500000,8472352.916666666
13560000,8408922.833333332
13620000,8387067.4
13680000,8392119.016666666
13740000,8343896.300000002
13800000,8511410.233333334
13860000,8459707.05
13920000,8447182.016666668
13980000,8357442.733333332
14040000,8396634.75
14100000,8413764.749999998
14160000,8410218.05
14220000,8336888.2
14280000,8331258.549999997
14340000,8522962.716666667
14400000,8914595.85
14460000,8614609.816666668
14520000,8549326.566666665
14580000,8269091.349999999
14640000,8418604.716666667
14700000,8437448.183333332
14760000,8419526.200000001
14820000,8335441.316666666
14880000,8284226.1000000015
14940000,8260580.433333334
15000000,8550500.55
15060000,8395207.516666668
15120000,8419412.983333334
15180000,8264096.533333333
15240000,8247289.933333333
15300000,8284619.149999999
15360000,8295720.483333332
15420000,8193381.433333333
15480000,8246591.966666667
15540000,8160358.799999998
15600000,8305054.416666664
15660000,8224380.8166666655
15720000,8224037.066666666
15780000,8083288.133333333
15840000,8141202.966666667
15900000,8147127.450000002
15960000,8194103.466666667
16020000,8104398.45
16080000,8131710.183333334
16140000,8112985.833333332
16200000,8392659.450000001
16260000,8311644.266666667
16320000,8306726.966666666
16380000,8182932.283333333
16440000,8239701.633333332
16500000,8250849.95
16560000,8291860.583333334
16620000,8180130.450000001
16680000,8193015.483333334
16740000,8206220.083333333
16800000,8430208.016666668
16860000,8342677.633333334
16920000,8279783.549999999
16980000,8193431.983333333
17040000,8223922.3
17100000,8251307.899999999
17160000,8333507.633333331
17220000,8163529.116666664
17280000,8203122.416666665
17340000,8130557.733333334
17400000,8374978.116666663
17460000,8260511.983333333
17520000,8280880.666666666
17580000,8199815.149999999
17640000,8230175.8999999985
17700000,8259695.733333331
17760000,8275657.983333332
17820000,8230834.833333332
17880000,8329553.033333332
17940000,8423744.916666666
18000000,9007043.783333333
18060000,8666113.399999999
18120000,8557529.866666665
18180000,8559738.266666666
18240000,8509988.066666666
18300000,8515221.133333335
18360000,8519050.316666668
18420000,8383412.766666668
18480000,8404839.883333333
18540000,8397261.033333333
18600000,8562346.600000001
18660000,8501626.95
18720000,8577551.566666668
18780000,8532519.733333332
18840000,8473074.866666665
18900000,8591524.383333335
18960000,8488363.916666668
19020000,8502348.399999997
19080000,8477642.266666666
19140000,8450060.35
19200000,8681270.849999998
19260000,8613907.05
19320000,8604246.933333332
19380000,8523151.533333333
19440000,8501940.066666666
19500000,8508773.899999997
19560000,8529604.566666666
19620000,8503970.433333334
19680000,8483550.866666665
19740000,8429895.7
19800000,8684369.4
19860000,8581412.049999999
19920000,8576794.549999999
19980000,8487443.766666666
20040000,8468273.9
20100000,8595872.73333333
20160000,8856550.383333333
20220000,8800914.283333335
20280000,8820241.216666665
20340000,8770007.716666667
20400000,8976047.1
20460000,8914765.083333332
20520000,8899550.65
20580000,8911620.966666667
20640000,8883337.3
20700000,8746942.73333333
20760000,8847224.616666667
20820000,8794158.816666666
20880000,8804355.7
20940000,8804683.466666667
21000000,8907921.233333332
21060000,8887414.583333334
21120000,8875251.516666668
21180000,8765916.466666665
21240000,8752866.083333332
21300000,8799850.466666667
21360000,8844687.083333332
21420000,8738275.516666668
21480000,8745894.616666667
21540000,9053328.450000001
21600000,9498301.76666667
21660000,9169834.01666667
21720000,9122220.066666666
21780000,8950022.18333333
21840000,9015541.749999998
21900000,8952906.016666668
21960000,8862283.35
22020000,8775257.466666667
22080000,8724864.5
22140000,8783375.316666666
22200000,8926554.299999999
22260000,8852292.066666668
22320000,8820649.483333334
22380000,8723223.95
22440000,8711549.200000001
22500000,8784281.716666667
22560000,8792090.333333334
22620000,8720713.149999999
22680000,8727417.200000001
22740000,8684226.200000001
22800000,8882823.633333333
22860000,8881987.049999999
22920000,8830102.533333331
22980000,8744718.416666664
23040000,8746735.333333336
23100000,8790728.066666668
23160000,8777534.083333334
23220000,8620759.483333332
23280000,8603698.866666667
23340000,8612438.799999999
23400000,8838563.466666665
23460000,8736259.683333334
23520000,8765768.383333333
23580000,8666156.716666667
23640000,8661228.083333332
23700000,8649726.783333331
23760000,8678949.383333335
23820000,8648234.516666666
23880000,8810046.333333334
23940000,8915124.433333334
24000000,9051867.599999998
24060000,8942413.933333332
24120000,8720340.433333334
24180000,8664949.116666667
24240000,8628905.149999999
24300000,8679697.216666667
24360000,8666381.733333332
24420000,8540086.816666666
24480000,8571513.633333333
24540000,8613903.866666667
24600000,8665995.549999999
24660000,8666361.4
24720000,8702145.283333331
24780000,8567461.666666666
24840000,8600933.333333332
24900000,8620733.516666666
24960000,8622297.866666667
25020000,8577065.3
25080000,8546547.866666665
25140000,8719457.95
25200000,9216219.183333334
25260000,8827132.249999998
25320000,8827999.400000002
25380000,8759749.683333332
25440000,8740871.666666668
25500000,8687725.566666666
25560000,8767820.583333334
25620000,8632109.016666668
25680000,8681983.816666666
25740000,8595840.583333332
25800000,8848964.399999999
25860000,8810922.249999998
25920000,8730343.283333333
25980000,8640593.5
26040000,8622342.833333332
26100000,8678900.416666664
26160000,8664051.400000002
26220000,8719852.483333334
26280000,8725437.383333333
26340000,8572811.533333333
26400000,8649453.016666668
26460000,8675218.15
26520000,8564465.983333332
26580000,8507903.05
26640000,8640846.6
26700000,8550067.949999997
26760000,8567336.26666667
26820000,8495525.85
26880000,8521036.616666667
26940000,8448060.716666663
27000000,8738035.766666668
27060000,8717311.483333332
27120000,8687828.783333333
27180000,8512988.049999999
27240000,8519934.083333332
27300000,8520739.666666668
27360000,8642005.033333333
27420000,8512996.983333334
27480000,8511800.566666668
27540000,8428058.016666666
27600000,8641499.249999998
27660000,8610830.133333333
27720000,8661815.599999998
27780000,8558889.783333331
27840000,8531630.499999998
27900000,8654132.066666666
27960000,8596769.933333334
28020000,8535814.516666664
28080000,8531673.4
28140000,8485201.883333333
28200000,8643998.233333332
28260000,8643124.65
28320000,8602037.549999997
28380000,8541034.35
28440000,8555962.45
28500000,8523361.533333333
28560000,8553032.833333332
28620000,8591326.749999998
28680000,8598592.133333333
28740000,8677090.583333332
28800000,9137504.400000002
28860000,8842410.283333333
28920000,8752547.016666668
28980000,8620998.533333333
29040000,8752168.383333333
29100000,8663449.716666665
29160000,8626357.8
29220000,8455240.050000003
29280000,8488575.516666666
29340000,8514467.933333334
29400000,8697050.48333333
29460000,8568596.533333335
29520000,8513305.600000001
29580000,8523457.799999999
29640000,8543214.783333331
29700000,8586029.216666665
29760000,8561427.700000001
29820000,8519318.450000001
29880000,8533798.733333334
29940000,8494722.916666666
30000000,8646224.316666665
30060000,8575560.016666666
30120000,8526460.1
30180000,8412391.05
30240000,8502672.45
30300000,8499944.166666666
30360000,8488235.383333333
30420000,8443686.8
30480000,8508604.399999999
30540000,8415648.233333334
30600000,8679486.016666668
30660000,8542420.266666668
30720000,8509958.066666666
30780000,8361761.600000001
30840000,8343417.716666667
30900000,8352969.516666665
30960000,8334319.749999999
31020000,8238901.616666666
31080000,8232490.916666667
31140000,8174818.483333332
31200000,8469787.366666665
31260000,8316183.383333333
31320000,7990920.9333333345
31380000,8117576.683333333
31440000,8104486.766666666
31500000,8221924.349999999
31560000,8223848.166666664
31620000,8142594.233333332
31680000,8072652.1
31740000,8091771.233333332
31800000,8267088.4
31860000,8178377.133333334
31920000,8181448.366666668
31980000,8064709.249999997
32040000,8040522.883333335
32100000,7757236.883333332
32160000,8069165.600000001
32220000,8025603.233333332
32280000,8030442.283333333
32340000,8167637.3166666655
32400000,8871400.416666666
32460000,8500009.700000001
32520000,8357402.316666666
32580000,8149208.433333333
32640000,8068983.416666666
32700000,8072508.166666666
32760000,8025843.599999999
32820000,7922258.3166666655
32880000,7865705.033333335
32940000,7830909.799999998
33000000,7981437.866666666
33060000,7936630.583333332
33120000,7901712.016666666
33180000,7805421.350000001
33240000,7795103.9
33300000,7862493.016666666
33360000,7805454.933333333
33420000,7725354.833333333
33480000,7792839.199999998
33540000,7759340.649999999
33600000,7912607.866666667
33660000,7822226.050000001
33720000,7706295.633333332
33780000,7656404.183333333
33840000,7665338.0
33900000,7757238.199999998
33960000,7771160.616666666
34020000,7700721.75
34080000,7708530.283333332
34140000,7663354.733333332
34200000,7988642.599999999
34260000,7769156.8500000015
34320000,7700615.949999999
34380000,7602227.233333333
34440000,7636247.166666666
34500000,7680233.233333334
34560000,7617734.6
34620000,7533638.0
34680000,7655172.083333333
34740000,7519971.800000001
34800000,7681008.233333332
34860000,7632488.866666665
34920000,7572158.466666667
34980000,7490571.766666666
35040000,7550519.166666666
35100000,7601149.783333333
35160000,7456375.183333332
35220000,7464042.933333331
35280000,7773394.700000001
35340000,7889120.8
35400000,7986897.6833333345
35460000,7888486.0
35520000,7889071.633333332
35580000,7776931.750000001
35640000,7818905.800000001
35700000,7858107.083333331
35760000,7986171.649999999
35820000,7836800.8500000015
35880000,7807002.133333334
35940000,8021412.716666664
36000000,8495441.533333331
36060000,7977450.833333333
36120000,8052140.4833333315
36180000,7908502.85
36240000,7910658.900000001
36300000,8042873.183333332
36360000,7996159.900000001
36420000,7895880.266666666
36480000,7824954.516666667
36540000,7788411.599999999
36600000,8044851.083333334
36660000,7957042.05
36720000,7947492.283333332
36780000,7845632.266666666
36840000,7826104.533333335
36900000,7853208.133333334
36960000,7864722.149999999
37020000,7775101.483333333
37080000,7689112.616666666
37140000,7557680.4
37200000,7674363.4
37260000,7713686.666666666
37320000,7684683.583333333
37380000,7590719.316666666
37440000,7647042.000000001
37500000,7676935.383333332
37560000,7625039.616666666
37620000,7583316.449999999
37680000,7633167.866666665
37740000,7581815.533333334
37800000,7857897.033333333
37860000,7755104.849999998
37920000,7603283.583333333
37980000,7578258.833333333
38040000,7686424.549999998
38100000,7666069.566666666
38160000,7661487.950000001
38220000,7600664.850000001
38280000,7604431.833333329
38340000,7588302.716666665
38400000,7750543.066666666
38460000,7716941.233333332
38520000,7657612.866666667
38580000,7635991.399999999
38640000,7726555.666666666
38700000,7749320.333333335
38760000,7723041.466666668
38820000,7656425.8
38880000,7664165.216666666
38940000,7635383.799999998
39000000,7815939.249999999
39060000,7744242.766666666
39120000,7691463.133333332
39180000,7675028.816666666
39240000,7551714.766666668
39300000,7766706.949999999
39360000,7775575.95
39420000,7750492.433333333
39480000,7808017.566666667
39540000,7941141.600000001
39600000,8756696.166666666
39660000,8541333.583333332
39720000,8332118.466666669
39780000,8249530.783333332
39840000,8204180.616666668
39900000,8252589.699999999
39960000,8242419.6499999985
40020000,8130402.583333332
40080000,8107420.933333332
40140000,8078255.433333333
40200000,8250057.1499999985
40260000,8174461.350000001
40320000,8125371.6
40380000,8093999.716666667
40440000,8079627.15
40500000,8164769.700000001
40560000,8189922.866666667
40620000,8083118.083333334
40680000,8063501.749999999
40740000,8068527.083333334
40800000,8242508.5
40860000,8168126.533333332
40920000,8157051.233333332
40980000,8095362.550000001
41040000,8158323.833333335
41100000,8147058.316666667
41160000,8183355.116666667
41220000,8111038.7
41280000,8087536.416666663
41340000,8050626.316666667
41400000,8333328.583333332
41460000,8167947.033333333
41520000,8192948.3666666625
41580000,8139417.949999997
41640000,8093850.333333332
41700000,8098620.733333332
41760000,8076972.933333332
41820000,8050092.366666666
41880000,8058823.616666666
41940000,8050200.65
42000000,8230558.516666665
42060000,8199424.366666666
42120000,8138941.016666667
42180000,8041671.8
42240000,8088735.283333333
42300000,8245740.45
42360000,8164856.049999999
42420000,8052809.500000002
42480000,8108282.716666666
42540000,8101839.8999999985
42600000,8220301.183333333
42660000,8173285.800000001
42720000,8166610.133333333
42780000,8109219.199999999
42840000,8100781.750000001
42900000,8144102.583333332
42960000,8164658.416666664
43020000,8164916.466666666
43080000,8117673.433333334
43140000,8133077.783333334
43200000,8734653.866666667
